what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381277850209
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381277850255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277861503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277864463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278174395
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381278180101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278180163
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381278205344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278363272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278363516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278365883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278365964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278367049
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381278367131
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381278367192
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278367388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278367798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278368490
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278392519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278698841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278699063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278701107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278701189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278702265
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381278702305
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381278702348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278702569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278702766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278703276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278716333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381278735921
