what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195263113
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381195268571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195274250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195274517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195276970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195277043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195278081
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195278123
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195278169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195278333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195279729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195280196
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1381195352032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195352079
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381195354627
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1381195360982
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1381195361033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195395004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195395306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195397266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195397349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195398457
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195398501
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195398574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195398716
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195399871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195400360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195405524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195514127
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195516443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195519457
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195538947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195668264
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195668486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195672576
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195672642
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1381195672682
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381195672682
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381195672766
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381195679863
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381195680995
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381195681041
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381195681156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381195684096
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381198203618
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381198229742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381198374475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381198394193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381198640159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381198641986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381198721391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381198737653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199111737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199137890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199217325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199217611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199222377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199222455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199223749
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199223791
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199223842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199224178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199225480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199225958
